,Unnamed: 0,accountId,assists,champLevel,champiom,combatPlayerScore,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,objectivePlayerScore,participantId,pentaKills,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,platformId,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,profileIcon,quadraKills,queueId,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicDamageDealtToChampions,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,posição,score_kmeans
64,64,201236882,8,17,69,0,"{'10-20': 9.7, '0-10': 8.6, '20-30': 4.800000000000001}","{'10-20': 2.5000000000000004, '0-10': 3, '20-30': -0.5999999999999996}",201236882,KR,8379,1496,18202,"{'10-20': 27.69999999999999, '0-10': -76.20000000000003, '20-30': -287.3}","{'10-20': 889.1, '0-10': 317.2, '20-30': 1246.3}",5,1,False,False,False,False,False,False,1520345727295,1970,3136882525,8.4.218.8787,16514,"{'10-20': 618.4, '0-10': 328.2, '20-30': 582}",15850,CHALLENGER,0,3040,3092,3157,3135,1058,3151,3364,2,9,TOP,0,5,2,1181,190348,41574,10117,11,/v1/stats/player_history/KR/201236882,37,11,11,0,5,0,8230,26,0,0,8226,1832,0,0,8234,21,0,0,8237,791,0,0,8009,9918,0,0,8014,881,0,0,8200,8000,7257,267,18865,KR,0,0,0,0,0,0,0,0,0,0,745,0,420,0.16326530612244894,0.1388888888888889,0.27118365738307937,0.36,0.3477620730270907,0.4843448235500673,0.5799620556888566,0.3331357634429846,0.22023809523809526,0.026684561784118696,0.006167848645152347,0.19416026841769413,0.2894736842105263,0.2906121897845572,0.353775732132922,0.22104993636521095,0.3927297563937163,0.3252361673414305,0.8378675125045748,0.02447808570382127,0.033981912852836395,0.07043594136683799,0.29186602870813394,0.15384615384615385,0.2857142857142857,SOLO,11,0,4,12,16810685.0,SKT T1 ThaI,55,198006,41967,29353,10350,241,0,0,6868,1,0,401,124,370,0,0,61,4,7,32,False,"{'10-20': 60.89999999999998, '0-10': 49.099999999999994, '20-30': 55.299999999999955}","{'10-20': 589.4, '0-10': 451, '20-30': 589.8}",top,1.414118599339117
65,65,3440481,15,18,41,0,"{'10-20': 8.3, '0-10': 7.8, '20-30': 7}","{'10-20': 2.1999999999999997, '0-10': 1.0999999999999996, '20-30': 1.8000000000000003}",3440481,KR,8273,2594,24649,"{'10-20': 388.49999999999994, '0-10': 0.0999999999999659, '20-30': 34.89999999999998}","{'10-20': 895.9, '0-10': 470.79999999999995, '20-30': 1574.1}",4,0,False,True,False,True,False,False,1520345727295,1970,3136882525,8.4.218.8787,16996,"{'10-20': 523.2, '0-10': 373.3, '20-30': 491.2}",15558,DIAMOND,1,3078,3046,3111,3053,1038,3031,3364,1,6,MIDDLE,1517,5,1,1155,10115,3316,16222,11,/v1/stats/player_history/KR/3440481,17,0,8,0,6,0,8359,535,17,0,8304,8,3,0,8345,4,0,0,8347,0,0,0,8234,18,0,0,8226,1511,0,0,8300,8200,286724,28510,17674,KR,0,0,0,0,0,0,0,0,0,0,6,0,420,0.2,0.16,0.23443405335319595,0.16666666666666666,0.3673664122137405,0.06264631925778201,0.11369012925566566,0.2147215714304624,0.09042553191489362,0.4518668877219746,0.3676669718736701,0.2307160107042621,0.10909090909090907,0.3651791654165743,0.3193712601589712,0.22444434460582646,0.22532851511169516,0.3146198830409357,0.20447849145550973,0.23488598383889664,0.748430066603235,0.2943272129350507,0.1590909090909091,0.1851851851851852,0.12121212121212123,SOLO,11,0,12,4,4460427.0,Hide on bush,18,307945,35760,34970,13718,269,0,0,694,1,0,11104,3933,1074,1,0,35,5,8,12,True,"{'10-20': 102.1, '0-10': 61.19999999999996, '20-30': 62.19999999999999}","{'10-20': 517, '0-10': 484.4, '20-30': 503.09999999999997}",mid,0.686536722927448
66,66,209302113,23,16,201,0,"{'10-20': 3.4000000000000004, '0-10': 1.2, '20-30': 2.7}","{'10-20': 1.75, '0-10': 1.4000000000000004, '20-30': 1.35}",209302113,KR,3510,1838,34241,"{'10-20': -153.5499999999999, '0-10': -12.499999999999936, '20-30': 216.55}","{'10-20': 761.8, '0-10': 366.70000000000005, '20-30': 1433.3}",4,0,False,False,True,False,False,False,1520345727295,1970,3136882525,8.4.218.8787,11451,"{'10-20': 277.2, '0-10': 167.8, '20-30': 475.20000000000005}",10300,DIAMOND,0,3107,3190,3401,0,3111,3109,3364,1,3,BOTTOM,0,2,1,546,10159,6647,17749,11,/v1/stats/player_history/KR/209302113,0,0,0,0,7,0,8465,3689,0,0,8463,2731,0,0,8444,1630,0,0,8242,11,0,0,8304,9,0,0,8345,4,0,0,8400,8300,12054,1615,11698,KR,0,0,0,0,0,0,0,0,0,0,1625,0,420,0.30666666666666664,0.16,0.15794918480509804,0.08333333333333333,0.1736641221374046,0.06291882919820144,0.2278945383481332,0.2349336192404929,0.0,0.018996677866522097,0.020827153966186503,0.15270543698192024,0.26666666666666666,0.052803902897170664,0.07459140841296777,0.19348938109327565,0.1409329829172142,0.08888888888888889,0.2083087802003536,0.4720353682785464,0.01693625118934348,0.1918333790079474,0.3727272727272728,0.5185185185185185,0.5050505050505051,DUO_SUPPORT,11,0,4,3,59420139.0,66668888,44,44528,8352,30147,8580,76,0,0,707,6,0,22315,89,700,0,0,82,14,11,50,True,"{'10-20': 14.999999999999972, '0-10': 43.60000000000001, '20-30': 64.45000000000005}","{'10-20': 359.29999999999995, '0-10': 282.20000000000005, '20-30': 612.9}",sup,1.1567861070636614
67,67,255738,10,16,110,0,"{'10-20': 8.8, '0-10': 9.3, '20-30': 6.9}","{'10-20': 1.75, '0-10': 1.4000000000000004, '20-30': 1.35}",255738,KR,22046,10949,20174,"{'10-20': -153.5499999999999, '0-10': -12.499999999999936, '20-30': 216.55}","{'10-20': 570.6, '0-10': 311.70000000000005, '20-30': 674.2}",3,2,False,False,False,False,False,False,1520345727295,1970,3136882525,8.4.218.8787,17306,"{'10-20': 437.7, '0-10': 344.9, '20-30': 607.8}",15130,MASTER,0,3153,3139,3047,3124,3091,1054,3363,3,13,BOTTOM,0,6,3,631,49294,10903,5994,11,/v1/stats/player_history/KR/255738,22,4,14,0,8,0,8021,8886,0,0,9101,4170,6516,0,9103,12,40,0,8014,947,0,0,8234,15,0,0,8236,28,0,0,8000,8200,140071,19969,9949,KR,0,0,0,0,0,0,0,0,0,0,983,0,420,0.13333333333333333,0.12,0.2387100333802312,0.3611111111111111,0.2006997455470738,0.3052978409780629,0.37381287071004893,0.0793392367867212,0.11702127659574467,0.2207469442045476,0.2575216331583766,0.12987402911037138,0.22424242424242424,0.22801685341960054,0.2805930159864249,0.10503379180652987,0.08350854139290408,0.3169590643274854,0.1252209781968179,0.061661801413038876,0.10371075166508087,0.11510002740476845,0.2636363636363636,0.14814814814814814,0.1717171717171717,DUO_CARRY,11,0,7,4,1111747.0,KaBuM Mimimi,37,192280,31418,16365,5084,271,0,0,425,2,1,2915,545,420,2,0,58,4,16,17,True,"{'10-20': 14.999999999999972, '0-10': 43.60000000000001, '20-30': 64.45000000000005}","{'10-20': 405.70000000000005, '0-10': 347.70000000000005, '20-30': 614}",adc,0.8996177624333646
68,68,205550787,17,17,14,0,"{'10-20': 7.199999999999999, '0-10': 5.6, '20-30': 5.4}","{'10-20': -2.5000000000000004, '0-10': -3, '20-30': 0.5999999999999996}",205550787,KR,3935,1795,62193,"{'10-20': -27.69999999999999, '0-10': 76.20000000000003, '20-30': 287.3}","{'10-20': 861.4000000000001, '0-10': 393.40000000000003, '20-30': 1533.6}",5,0,False,False,False,False,False,False,1520345727295,1970,3136882525,8.4.218.8787,13697,"{'10-20': 399.5, '0-10': 248, '20-30': 473.5}",12650,CHALLENGER,0,3143,3083,2055,3060,3194,3047,3340,2,7,TOP,0,2,1,446,85218,8142,20961,11,/v1/stats/player_history/KR/205550787,0,0,0,0,9,0,8229,1538,0,0,8226,1634,0,0,8234,48,0,0,8237,595,0,0,8473,1212,0,0,8435,34,0,0,8200,8400,41003,7049,11735,KR,0,0,0,0,0,0,0,0,0,0,3236,0,420,0.22666666666666666,0.2,0.1889293497751662,0.19444444444444445,0.14185750636132316,0.5277898205150438,0.2791510954160524,0.2774490727871977,0.0,0.06461927846034557,0.09090440142888463,0.1531884341753149,0.2545454545454545,0.15347735188332098,0.13628650531392336,0.2109083674032617,0.21379763469119575,0.2350877192982456,0.3880377136122569,0.06773279180945127,0.012940057088487156,0.0449438202247191,0.1,0.14814814814814814,0.1717171717171717,SOLO,11,0,12,4,32600160.0,신범돌,42,129423,15260,32861,13016,201,0,0,1317,1,0,3202,68,164,1,0,22,4,1,17,True,"{'10-20': -60.89999999999998, '0-10': -49.099999999999994, '20-30': -55.299999999999955}","{'10-20': 528.5, '0-10': 401.9, '20-30': 534.5}",top,1.0432444642014538
69,69,2082769,10,16,141,0,"{'10-20': 0.9, '0-10': 0.3, '20-30': 2.3000000000000003}","{'10-20': -1.0999999999999999, '0-10': -0.39999999999999997, '20-30': -0.10000000000000009}",2082769,KR,20317,1676,32875,"{'10-20': 415.1, '0-10': 316.6, '20-30': 459.9}","{'10-20': 1164.1, '0-10': 808.4000000000001, '20-30': 1628.7}",9,1,False,False,False,False,False,False,1520345727295,1970,3136882525,8.4.218.8787,13048,"{'10-20': 350.29999999999995, '0-10': 288.1, '20-30': 440.5}",11925,MASTER,0,1412,3156,3047,3071,1011,1031,3364,1,7,JUNGLE,0,3,2,366,6676,159,14623,11,/v1/stats/player_history/KR/2082769,149,17,89,0,10,0,8128,1664,0,0,8143,781,0,0,8138,18,0,0,8135,5,0,0,8473,1126,0,0,8453,1746,216,0,8100,8400,154680,20400,25549,KR,0,0,0,0,0,0,0,0,0,0,3226,0,420,0.13333333333333333,0.36,0.1799773786863086,0.19444444444444445,0.116412213740458,0.04134719005090981,0.005451366270099771,0.19355649975512584,0.7925531914893617,0.2437702117466101,0.26307983957288217,0.3335160890281313,0.14545454545454545,0.20052272638333346,0.1891578101277128,0.2661241150911063,0.3364323258869908,0.04444444444444445,0.07395403653506187,0.16368405466006686,0.11798287345385347,0.3537955604275144,0.10454545454545454,0.0,0.030303030303030307,NONE,11,0,11,4,2725261.0,110111011101,24,169095,21180,41464,20482,38,0,0,251,1,0,7738,620,1291,2,0,23,0,6,3,True,"{'10-20': 26.399999999999977, '0-10': -5.199999999999989, '20-30': 14.100000000000023}","{'10-20': 527.0999999999999, '0-10': 327.3, '20-30': 530}",jg,2.207585609813827
80,80,207078123,3,15,2,0,"{'10-20': 0.8999999999999999, '0-10': 0.2, '20-30': 1.3}","{'10-20': -0.4000000000000001, '0-10': -0.30000000000000004, '20-30': -2.8}",207078123,KR,11360,1506,34393,"{'10-20': 356.8, '0-10': 296.80000000000007, '20-30': 994.6999999999999}","{'10-20': 1315.5, '0-10': 742.7, '20-30': 2097.7}",8,1,False,False,False,False,False,False,1520341667045,1984,3136830590,8.4.218.8787,12312,"{'10-20': 484.3, '0-10': 259.4, '20-30': 370.3}",11100,MASTER,0,3158,3800,3052,3071,1028,1401,3364,2,8,JUNGLE,0,3,2,509,31754,824,15034,11,/v1/stats/player_history/KR/207078123,160,4,121,0,1,0,8124,613,0,0,8126,570,0,0,8136,15,0,0,8105,5,0,0,8234,36,0,0,8232,4,40,0,8100,8200,125938,10717,29514,KR,0,0,0,0,0,0,0,0,0,0,3327,0,420,0.06976744186046513,0.3333333333333333,0.20531292210715893,0.3333333333333333,0.09618291761148903,0.08511835992891167,0.017635476414690522,0.3206227340584346,0.8938547486033519,0.4021843613776805,0.3153542843691149,0.30922520823510924,0.20224719101123595,0.20742604870513032,0.21123943195004696,0.3110964332892999,0.3547284060552093,0.027428571428571427,0.42261659100288895,0.12936590225258193,0.7746853576179269,0.26662245067153045,0.18222222222222226,0.15384615384615385,0.1953125,NONE,11,0,11,4,42223084.0,SKT T1 Blossom,18,183146,19114,46158,9959,24,0,0,1024,1,0,25453,7571,1608,1,0,41,4,7,25,False,"{'10-20': 129.29999999999998, '0-10': 18.80000000000001, '20-30': -194.29999999999998}","{'10-20': 576.2, '0-10': 338, '20-30': 414}",jg,2.6616110573704153
81,81,1551766,9,16,27,0,"{'10-20': 7.4, '0-10': 7, '20-30': 8.3}","{'10-20': -1.7999999999999998, '0-10': -1.1999999999999993, '20-30': -1.9000000000000004}",1551766,KR,1402,145,48581,"{'10-20': -88.89999999999998, '0-10': 254.2, '20-30': -46.50000000000006}","{'10-20': 844.2, '0-10': 642.2, '20-30': 1211.4}",3,0,False,False,False,False,False,False,1520341667045,1984,3136830590,8.4.218.8787,11543,"{'10-20': 401.20000000000005, '0-10': 243, '20-30': 355.29999999999995}",10575,DIAMOND,0,3060,2033,3800,1082,3742,3047,3340,0,2,TOP,0,0,1,930,133730,14072,9410,11,/v1/stats/player_history/KR/1551766,1,1,0,0,2,0,8439,791,0,0,8473,1051,0,0,8444,1715,0,0,8453,512,35,0,8304,9,3,0,8352,541,0,0,8400,8300,7719,1493,22007,KR,0,0,0,0,0,0,0,0,0,0,1630,0,420,0.20930232558139536,0.125,0.1924892023946504,0.08333333333333333,0.17573696145124718,0.3584706894656849,0.3011728447906857,0.20068244828321605,0.00558659217877095,0.02465070975777221,0.043932438794726934,0.23057258106763054,0.4044943820224719,0.16406099580268782,0.17201746145770014,0.22570296282317415,0.08787177203918077,0.2765714285714286,0.304581097812629,0.01733146295844515,0.0,0.34322666224506715,0.10666666666666667,0.038461538461538464,0.1171875,SOLO,11,0,12,4,2110301.0,2018미안해,36,144857,15565,33488,2467,242,0,0,738,1,0,3410,0,2070,0,0,24,1,1,15,False,"{'10-20': 75.19999999999999, '0-10': -28.900000000000034, '20-30': -268.1}","{'10-20': 540, '0-10': 428.7, '20-30': 489}",top,0.8596130893860618
82,82,207434877,10,16,15,0,"{'10-20': 11, '0-10': 6.3, '20-30': 7.2}","{'10-20': 1.2000000000000002, '0-10': -0.10000000000000031, '20-30': 0.6000000000000005}",207434877,KR,3928,2532,10402,"{'10-20': 8.099999999999994, '0-10': 99.79999999999998, '20-30': 197.59999999999997}","{'10-20': 400.6, '0-10': 367.9, '20-30': 1000.1}",7,1,False,False,False,False,False,False,1520341667045,1984,3136830590,8.4.218.8787,13850,"{'10-20': 452.7, '0-10': 291.9, '20-30': 485}",13635,UNRANKED,0,3508,3087,3031,1038,1053,3006,3363,2,6,BOTTOM,896,3,2,738,24231,1274,6647,11,/v1/stats/player_history/KR/207434877,16,0,4,0,3,0,8021,4207,0,0,9111,1052,0,0,9104,16,30,0,8014,293,0,0,8234,30,0,0,8236,28,0,0,8000,8200,155496,18292,13713,KR,0,0,0,0,0,0,0,0,0,0,3226,0,420,0.2325581395348837,0.2916666666666667,0.23096036153217606,0.25,0.13945578231292516,0.06495254076454804,0.027266501155722968,0.1417573043292813,0.0893854748603352,0.4965781531927124,0.53825329566855,0.14367436743674367,0.011235955056179777,0.2111250291637314,0.21811349947505115,0.1389884883940366,0.1739626001780944,0.3062857142857143,0.026826248452331825,0.0339717004147353,0.017394863399160954,0.04311059525783452,0.1511111111111111,0.1153846153846154,0.1171875,DUO_CARRY,11,0,7,4,43850443.0,Ah우렐리온 솔,1,186412,19736,20622,4884,268,0,0,65,3,0,6684,170,260,1,0,34,3,9,15,False,"{'10-20': 141.59999999999997, '0-10': -30.100000000000037, '20-30': -194.75000000000003}","{'10-20': 592.8, '0-10': 268.3, '20-30': 524.9}",adc,1.0552460997420479
83,83,3440481,7,17,55,0,"{'10-20': 10.9, '0-10': 6.7, '20-30': 8.4}","{'10-20': 1.0000000000000009, '0-10': -2.7999999999999994, '20-30': 3.0000000000000004}",3440481,KR,2119,2119,15056,"{'10-20': -274.79999999999995, '0-10': -19.599999999999994, '20-30': 331.3999999999999}","{'10-20': 654.6, '0-10': 245.2, '20-30': 1239.8}",2,0,False,False,False,False,False,False,1520341667045,1984,3136830590,8.4.218.8787,13374,"{'10-20': 431.4, '0-10': 239.89999999999998, '20-30': 530.6}",11900,DIAMOND,0,3146,3907,3020,3916,3135,2055,3340,1,6,MIDDLE,0,6,1,1808,174561,26595,8520,11,/v1/stats/player_history/KR/3440481,2,0,2,0,4,0,8112,2494,0,0,8143,1513,0,0,8136,13,0,0,8105,5,0,0,8304,10,0,0,8352,208,0,0,8100,8300,17087,1896,16956,KR,0,0,0,0,0,0,0,0,0,0,6,0,420,0.16279069767441862,0.08333333333333333,0.2230226624643554,0.25,0.3416477702191988,0.4679204518344381,0.5691935621950176,0.18170185540627,0.0111731843575419,0.05456751880179475,0.0557909604519774,0.17765205091937766,0.033707865168539325,0.2190032006487373,0.3239984527822291,0.18091014477125064,0.2824220837043633,0.31542857142857145,0.028477094510936857,0.008736887045620883,0.08441624884886934,0.22633062510363125,0.1955555555555556,0.3076923076923077,0.2578125,SOLO,11,0,14,4,4460427.0,Hide on bush,3,193368,29317,26842,7929,276,0,0,69,1,0,1719,825,1365,1,0,44,8,2,33,False,"{'10-20': 120, '0-10': -46.80000000000001, '20-30': 77.29999999999998}","{'10-20': 581.7, '0-10': 463.2, '20-30': 626.9}",mid,0.9800655049996451
84,84,5548984,14,14,201,0,"{'10-20': 2.5, '0-10': 1.9, '20-30': 1.7999999999999998}","{'10-20': 1.2000000000000002, '0-10': -0.10000000000000031, '20-30': 0.6000000000000005}",5548984,KR,618,265,26783,"{'10-20': 8.099999999999994, '0-10': 99.79999999999998, '20-30': 197.59999999999997}","{'10-20': 370.4, '0-10': 348.3, '20-30': 986.6}",4,0,False,False,False,False,False,False,1520341667045,1984,3136830590,8.4.218.8787,8888,"{'10-20': 255.89999999999998, '0-10': 188.2, '20-30': 340.2}",8700,CHALLENGER,0,3190,3401,3107,2055,3117,3067,3364,0,2,BOTTOM,0,0,1,1307,8781,3959,7279,11,/v1/stats/player_history/KR/5548984,0,0,0,0,5,0,8465,1815,0,0,8473,887,0,0,8429,69,16,15,8242,12,0,0,8410,79,0,0,8316,599,0,0,8400,8300,6895,1586,13255,KR,0,0,0,0,0,0,0,0,0,0,3223,0,420,0.32558139534883723,0.16666666666666666,0.14821485150165925,0.08333333333333333,0.24697656840513985,0.02353795800641725,0.08473161544388322,0.15523565792279806,0.0,0.022019256870040083,0.046669020715630886,0.13887579234113887,0.34831460674157305,0.19838472567971316,0.07463115433497265,0.1433019707222387,0.10101513802315228,0.07428571428571429,0.21749896822121334,0.8105940473286167,0.12350353013404278,0.12070966672193666,0.3644444444444445,0.38461538461538464,0.3125,DUO_SUPPORT,11,0,14,4,7978352.0,taesang,31,175163,6753,21262,2836,65,0,0,527,4,0,159486,1207,728,0,0,82,10,9,40,False,"{'10-20': 141.59999999999997, '0-10': -30.100000000000037, '20-30': -194.75000000000003}","{'10-20': 398.2, '0-10': 297.1, '20-30': 385.8}",sup,0.9142027794237707
85,85,6341504,5,17,24,0,"{'10-20': 1.3, '0-10': 0.5, '20-30': 4.1}","{'10-20': 0.4000000000000001, '0-10': 0.30000000000000004, '20-30': 2.8}",6341504,KR,19033,7999,16166,"{'10-20': -356.8, '0-10': -296.80000000000007, '20-30': -994.6999999999999}","{'10-20': 958.7, '0-10': 445.9, '20-30': 1103}",5,0,False,True,True,False,True,False,1520341667045,1984,3136830590,8.4.218.8787,14213,"{'10-20': 323.6, '0-10': 307.29999999999995, '20-30': 428.4}",12508,MASTER,1,3111,1413,0,3053,3078,3155,3340,2,4,JUNGLE,0,2,1,1030,72232,5962,12754,11,/v1/stats/player_history/KR/6341504,160,9,106,0,6,0,8005,1694,1362,331,9111,630,0,0,9105,22,10,0,8014,326,0,0,8143,522,0,0,8105,5,0,0,8000,8100,123138,9359,13593,KR,0,0,0,0,0,0,0,0,0,0,3014,0,420,0.13513513513513514,0.20833333333333331,0.188638927599708,0.17391304347826084,0.2694219199581481,0.23806808631253526,0.13811156412157152,0.25333200913695497,0.7239819004524887,0.1771555668091914,0.14540737057982722,0.2485645320557364,0.15789473684210525,0.17460524598721128,0.14336658771319638,0.2434150930248763,0.2845535905189529,0.06964656964656965,0.259,0.058814136096825,0.15912481352560914,0.16352844862873514,0.1953125,0.21875,0.18181818181818185,NONE,11,0,11,4,9007397.0,Klmjg,18,206052,16282,27946,9316,67,0,0,518,1,0,10681,960,1598,4,0,50,7,14,22,True,"{'10-20': -129.29999999999998, '0-10': -18.80000000000001, '20-30': 194.29999999999998}","{'10-20': 446.9, '0-10': 319.2, '20-30': 608.3}",jg,2.1805329114912726
86,86,204196076,4,18,41,0,"{'10-20': 9.2, '0-10': 8.2, '20-30': 10.2}","{'10-20': 1.7999999999999998, '0-10': 1.1999999999999993, '20-30': 1.9000000000000004}",204196076,KR,11515,3317,16808,"{'10-20': 88.89999999999998, '0-10': -254.2, '20-30': 46.50000000000006}","{'10-20': 933.1, '0-10': 388, '20-30': 1257.9}",4,1,False,False,False,True,False,False,1520341667045,1984,3136830590,8.4.218.8787,18554,"{'10-20': 470.7, '0-10': 352.3, '20-30': 675}",16158,MASTER,2,3078,3031,3086,3111,3046,3053,3340,2,6,TOP,1312,3,2,616,10396,2910,14997,11,/v1/stats/player_history/KR/204196076,5,1,0,0,7,0,8359,580,26,0,8304,10,0,0,8345,4,0,0,8352,789,0,0,8226,1343,0,0,8234,26,0,0,8300,8200,308577,22921,11725,KR,0,0,0,0,0,0,0,0,0,0,3157,0,420,0.10810810810810813,0.16666666666666666,0.2462538987324972,0.2608695652173913,0.1611300026157468,0.03426398030381432,0.06741104521868051,0.29788459628562913,0.022624434389140267,0.4439420271506753,0.35611521968802434,0.2144058808470175,0.11403508771929825,0.2827840305329539,0.2531236517007282,0.2559664831719044,0.2632029078469104,0.32744282744282743,0.4235,0.0811647192273383,0.4831758660699486,0.27261563651248466,0.26171875,0.125,0.2727272727272727,SOLO,11,0,12,4,26691029.0,사 용 수,13,333714,28747,29387,8617,315,0,0,847,1,0,14740,2915,2664,0,0,67,4,11,33,True,"{'10-20': -75.19999999999999, '0-10': 28.900000000000034, '20-30': 268.1}","{'10-20': 464.8, '0-10': 457.6, '20-30': 757.1}",top,1.122614007375161
87,87,4736850,14,15,497,0,"{'10-20': 0.6, '0-10': 0.9, '20-30': 0.6000000000000001}","{'10-20': -1.2000000000000002, '0-10': 0.10000000000000031, '20-30': -0.6000000000000005}",4736850,KR,3772,1709,19020,"{'10-20': -8.099999999999994, '0-10': -99.79999999999998, '20-30': -197.59999999999997}","{'10-20': 375.20000000000005, '0-10': 249.10000000000002, '20-30': 696.6}",5,0,False,False,True,False,False,False,1520341667045,1984,3136830590,8.4.218.8787,10379,"{'10-20': 242.29999999999998, '0-10': 208.3, '20-30': 338.5}",9900,PLATINUM,0,3069,2055,3504,3050,3107,3158,3364,0,0,BOTTOM,0,0,0,634,10592,5302,6837,11,/v1/stats/player_history/KR/4736850,4,0,0,0,8,0,8326,2,0,0,8304,9,0,0,8345,4,0,0,8347,0,0,0,8473,692,0,0,8453,558,837,0,8300,8400,10526,2266,7239,KR,0,0,0,0,0,0,0,0,0,0,907,0,420,0.3783783783783784,0.20833333333333331,0.1377530028535404,0.0,0.16583834684802512,0.034909973006733486,0.12282246108228315,0.13580295957890556,0.01809954751131222,0.015143493448273876,0.035206015785221555,0.13237391654171085,0.21929824561403508,0.0186788938583275,0.07477392598332291,0.13569611873737022,0.16591832371178106,0.02390852390852391,0.081,0.005087937623206282,0.1531576330183988,0.15370446172738436,0.32421875,0.375,0.33884297520661155,DUO_SUPPORT,11,0,14,4,6761042.0,Nanolism,25,22043,8492,15579,5432,23,0,0,162,5,0,924,924,1502,1,0,83,12,13,41,True,"{'10-20': -141.59999999999997, '0-10': 30.100000000000037, '20-30': 194.75000000000003}","{'10-20': 218.1, '0-10': 329, '20-30': 539.1}",sup,0.8907883418547918
88,88,251709,9,17,498,0,"{'10-20': 10.5, '0-10': 7.5, '20-30': 7.199999999999999}","{'10-20': -1.2000000000000002, '0-10': 0.10000000000000031, '20-30': -0.6000000000000005}",251709,KR,18428,10005,13069,"{'10-20': -8.099999999999994, '0-10': -99.79999999999998, '20-30': -197.59999999999997}","{'10-20': 379.6, '0-10': 267.5, '20-30': 894.9000000000001}",5,2,False,False,False,False,False,False,1520341667045,1984,3136830590,8.4.218.8787,17157,"{'10-20': 426.2, '0-10': 289.9, '20-30': 678.8}",15775,DIAMOND,0,3140,3006,3094,3508,3046,3031,3363,2,8,BOTTOM,971,4,2,544,2904,2343,6875,11,/v1/stats/player_history/KR/251709,40,12,24,0,9,0,8021,7553,0,0,9101,2749,5039,0,9103,18,30,0,8014,623,0,0,8234,18,0,0,8236,28,0,0,8000,8200,237568,28637,9714,KR,0,0,0,0,0,0,0,0,0,0,3340,0,420,0.2432432432432433,0.20833333333333331,0.22771252239697395,0.3478260869565217,0.14229662568663354,0.009571238822843092,0.054276315789473686,0.1365577515145496,0.18099547511312214,0.3417831513888969,0.4449226275557765,0.1776323007716783,0.18421052631578946,0.20781254501729512,0.2823393707789978,0.16114730680788794,0.16069519533278356,0.29417879417879417,0.198,0.02624913273790513,0.179678435272667,0.19555873925501432,0.078125,0.09375,0.11570247933884298,DUO_CARRY,11,0,7,4,1229790.0,rehabb,21,245240,32065,18501,5261,283,0,0,396,3,0,4767,1084,1911,1,0,20,3,4,14,True,"{'10-20': -141.59999999999997, '0-10': 30.100000000000037, '20-30': 194.75000000000003}","{'10-20': 489.70000000000005, '0-10': 296.6, '20-30': 761.0999999999999}",adc,0.9033096112936264
